"Name"	"TissueType"	"OncoTree1"	"OncoTree2"	"OncoTree3"	"OncoTree4"	"ccl_name"	"master_ccl_id"	"ccle_primary_site"	"ccle_primary_hist"	"ccle_hist_subtype_1"	"growth_mode"	"culture_media"	"media_composition"	"snp_fp_status"	"NAPY"	"TNBC"
"PL-21"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	"PL21"	"947"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"acute_myeloid_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Raji"	"haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Burkitt Lymphoma (BL)"	"RAJI"	"955"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"RCH-ACV"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"RCHACV"	"958"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_B_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"REC-1"	"haematopoietic_and_lymphoid_tissue: mantle_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Mantle Cell Lymphoma (MCL)"	"REC1"	"964"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"mantle_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Reh"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"REH"	"965"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_B_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RI-1"	"haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	NA	"RI1"	"977"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"B_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RL"	"haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	NA	"RL"	"980"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"B_cell_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"RPMI 8226"	"haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma"	"Blood"	"Multiple Myeloma (MM)"	NA	NA	"RPMI8226"	"992"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"plasma_cell_myeloma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RPMI-8402"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"RPMI8402"	"994"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_T_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RS4;11"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"RS411"	"995"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_B_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SEM"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"SEM"	"1013"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_B_cell_leukaemia"	"suspension"	"IMDM002"	"\"IMDM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Set-2"	"haematopoietic_and_lymphoid_tissue: essential_thrombocythaemia"	"Blood"	"Myeloproliferative Neoplasm (MPN)"	"Essential Thrombocythaemia (ETC)"	NA	"SET2"	"1014"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"essential_thrombocythaemia"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SIG-M5"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	"SIGM5"	"1028"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"acute_myeloid_leukaemia"	"suspension"	"IMDM003"	"\"IMDM, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SKM-1"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	"SKM1"	"1039"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"acute_myeloid_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"SK-MM-2"	"haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma"	"Blood"	"Multiple Myeloma (MM)"	NA	NA	"SKMM2"	"1050"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"plasma_cell_myeloma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SR-786"	"haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"T-Cell and Natural Killer Lymphoma (TNKL)"	"Anaplastic Large Cell Lymphoma (ALCL)"	"SR786"	"1136"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"anaplastic_large_cell_lymphoma"	"suspension"	"RPMI014"	"\"RPMI, 15% FBS\""	"SNP-matched-reference"	NA	NA
"ST486"	"haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Burkitt Lymphoma (BL)"	"ST486"	"1137"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SU-DHL-1"	"haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"T-Cell and Natural Killer Lymphoma (TNKL)"	"Anaplastic Large Cell Lymphoma (ALCL)"	"SUDHL1"	"1139"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"anaplastic_large_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SU-DHL-10"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"SUDHL10"	"1140"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SU-DHL-4"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"SUDHL4"	"1141"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI014"	"\"RPMI, 15% FBS\""	"SNP-matched-reference"	NA	NA
"SU-DHL-6"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"SUDHL6"	"1143"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SU-DHL-8"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"SUDHL8"	"1144"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI003"	"\"RPMI, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SUP-B15"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"SUPB15"	"1146"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_B_cell_leukaemia"	"suspension"	"IMDM003"	"\"IMDM, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SUP-HD1"	"haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma"	"Lymph"	"Hodgkin's Lymphoma (HL)"	NA	NA	"SUPHD1"	"1147"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Hodgkin_lymphoma"	"suspension"	"MCCOYS5A002"	"\"McCoy's 5A, 20% FBS\""	"SNP-matched-reference"	NA	NA
"SUP-M2"	"haematopoietic_and_lymphoid_tissue: anaplastic_large_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"T-Cell and Natural Killer Lymphoma (TNKL)"	"Anaplastic Large Cell Lymphoma (ALCL)"	"SUPM2"	"1148"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"anaplastic_large_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SUP-T1"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	NA	"SUPT1"	"1149"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_T_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SUP-T11"	"haematopoietic_and_lymphoid_tissue: peripheral_T_cell_lymphoma_unspecified"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"T-Cell and Natural Killer Lymphoma (TNKL)"	"Peripheral T-Cell Lymphoma (PTCL)"	"SUPT11"	"1150"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"peripheral_T_cell_lymphoma_unspecified"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TALL-1"	"haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Lymphoid Leukemia (ALL)"	"T-Cell Acute Lymphoid Leukemia (TALL)"	"TALL1"	"1178"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_T_cell_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TF-1"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	"TF1"	"1199"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"acute_myeloid_leukaemia"	"suspension"	"RPMI019"	"\"RPMI, 10% FBS, 2 ng/ml GM-CSF\""	"SNP-matched-reference"	NA	NA
"THP-1"	"haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia"	"Blood"	"Leukemia (LEUK)"	"Acute Myeloid Leukemia (AML)"	NA	"THP1"	"1201"	"haematopoietic_and_lymphoid_tissue"	"haematopoietic_neoplasm"	"acute_myeloid_leukaemia"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Toledo"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"TOLEDO"	"1206"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"U266B1"	"haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma"	"Blood"	"Multiple Myeloma (MM)"	NA	NA	"U266B1"	"1225"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"plasma_cell_myeloma"	"suspension"	"RPMI014"	"\"RPMI, 15% FBS\""	"SNP-matched-reference"	NA	NA
"U-937"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"U937"	"1231"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"WSU-DLCL2"	"haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma"	"Lymph"	"Non-Hodgkin's Lymphoma (NHL)"	"B-Cell Lymphoma (BCL)"	"Diffuse Large B-Cell Lymphoma (DLBCL)"	"WSUDLCL2"	"1274"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"suspension"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"769-P"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"769P"	"16"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"786-O"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"786O"	"19"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"A-498"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"A498"	"33"	"kidney"	"carcinoma"	"renal_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"ACHN"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"ACHN"	"43"	"kidney"	"carcinoma"	"renal_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"BFTC-909"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"BFTC909"	"62"	"kidney"	"carcinoma"	NA	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Caki-1"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"CAKI1"	"109"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"Caki-2"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"CAKI2"	"110"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"CAL-54"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"CAL54"	"118"	"kidney"	"carcinoma"	"renal_cell_carcinoma"	"adherent"	"DMEM011"	"\"DMEM, 15% FBS\""	"SNP-matched-reference"	NA	NA
"KMRC-1"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"KMRC1"	"540"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KMRC-2"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"KMRC2"	"541"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KMRC-20"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"KMRC20"	"542"	"kidney"	"carcinoma"	"renal_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"KMRC-3"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"KMRC3"	"543"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"OS-RC-2"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"OSRC2"	"902"	"kidney"	"carcinoma"	"renal_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"RCC10RGB"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"RCC10RGB"	"956"	"kidney"	"carcinoma"	"renal_cell_carcinoma"	"adherent"	"DMEM001"	"\"DMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"SNU-1272"	"kidney: clear_cell_renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	"Renal Clear Cell Carcinoma (CCRCC)"	NA	"SNU1272"	"1088"	"kidney"	"carcinoma"	"clear_cell_renal_cell_carcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TUHR10TKB"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"TUHR10TKB"	"1213"	"kidney"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"TUHR14TKB"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"TUHR14TKB"	"1214"	"kidney"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"TUHR4TKB"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"TUHR4TKB"	"1216"	"kidney"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"VMRC-RCW"	"kidney: carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"VMRCRCW"	"1253"	"kidney"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"VMRC-RCZ"	"kidney: renal_cell_carcinoma"	"Kidney"	"Renal Cell Carcinoma (RCC)"	NA	NA	"VMRCRCZ"	"1254"	"kidney"	"carcinoma"	"renal_cell_carcinoma"	"adherent"	"EMEM001"	"\"EMEM, 10% FBS\""	"SNP-matched-reference"	NA	NA
"C2BBe1"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"C2BBE1"	"102"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEM003"	"\"DMEM, 10% FBS, 0.01 mg/mL transferrin, 2 mM glutamine\""	"SNP-matched-reference"	NA	NA
"CCK-81"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"CCK81"	"132"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-not-tested"	NA	NA
"CL-11"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"CL11"	"147"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEMF12006"	"\"DMEM:F12 (1:1), 20% FBS\""	"SNP-matched-reference"	NA	NA
"CL-34"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"CL34"	"149"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"DMEM006"	"\"DMEM, 20% FBS\""	"SNP-matched-reference"	NA	NA
"COLO 201"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"COLO201"	"155"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"COLO 205"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"COLO205"	"156"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"COLO-320"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"COLO320"	"157"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"mixed"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"COLO-678"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"COLO678"	"160"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"CW-2"	"large_intestine: carcinoma"	"Bowel"	NA	NA	NA	"CW2"	"190"	"large_intestine"	"carcinoma"	NA	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"DLD-1"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"DLD1"	"212"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"GP2d"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"GP2D"	"282"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"mixed"	"DMEMF12001"	"\"DMEM:F12 (1:1), 10 % FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"HCC-56"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"HCC56"	"337"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HCT 116"	"large_intestine: carcinoma"	"Bowel"	NA	NA	NA	"HCT116"	"343"	"large_intestine"	"carcinoma"	NA	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HCT-15"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"HCT15"	"345"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HCT-8"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"HCT8"	"346"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-unconfirmed"	NA	NA
"HT115"	"large_intestine: carcinoma"	"Bowel"	NA	NA	NA	"HT115"	"447"	"large_intestine"	"carcinoma"	NA	"adherent"	"DMEM005"	"\"DMEM, 10% FBS, 2 mM L-glutamine\""	"SNP-matched-reference"	NA	NA
"HT-29"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"HT29"	"451"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"MCCOYS5A001"	"\"McCoy's 5A, 10% FBS\""	"SNP-matched-reference"	NA	NA
"HT55"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"HT55"	"452"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"EMEM003"	"\"EMEM, 10% FBS, 0.1 mM NEAA\""	"SNP-matched-reference"	NA	NA
"KM12"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"KM12"	"536"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
"LoVo"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"LOVO"	"622"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"HAMSF12001"	"\"HamsF12, 10% FBS\""	"SNP-matched-reference"	NA	NA
"LS1034"	"large_intestine: adenocarcinoma"	"Bowel"	"Colorectal Adenocarcinoma (COADREAD)"	NA	NA	"LS1034"	"626"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"adherent"	"RPMI001"	"\"RPMI, 10% FBS\""	"SNP-matched-reference"	NA	NA
